variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w6_M_q15,Respondent Current Location City,resp_crrnt_locat_city,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location City,[filled by enumerator] What is the name of the city to which he/she went?,,Single Choice,integer-coded,221,221,60,72.85,9,"[""1"", ""7"", ""18"", ""9"", ""5"", ""2"", ""12"", ""8""]","[""Dhaka"", ""Gazipur"", ""Other:"", ""Narayanganj"", ""Mymensingh"", ""Tangail"", ""Manikganj"", ""Munshiganj""]","{""1"": 33, ""7"": 12, ""18"": 6, ""9"": 3, ""5"": 2, ""2"": 1, ""12"": 1, ""8"": 1, ""15"": 1}","{""1"": ""Dhaka"", ""2"": ""Tangail"", ""3"": ""Nagarpur"", ""4"": ""Jamalpur"", ""5"": ""Mymensingh"", ""6"": ""Chittagong"", ""7"": ""Gazipur"", ""8"": ""Munshiganj"", ""9"": ""Narayanganj"", ""10"": ""Bogura"", ""11"": ""Gaibandha"", ""12"": ""Manikganj"", ""13"": ""Noakhali"", ""14"": ""Rangpur"", ""15"": ""Bhola"", ""16"": ""Sirajganj"", ""18"": ""Other:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""City"" |",destination city category/name,city,destination,categorical/open-text city; no coordinates
w6_M_q15_txt,Respondent Current Location City,resp_crrnt_locat_city_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location City,[filled by enumerator] What is the name of the city to which he/she went?,,Open Text Box,string,221,221,6,97.29,6,"[""Alenga"", ""Bhuapur"", ""Vuapur"", ""Sylhet"", ""SAVAR"", ""Saver""]","[""Alenga"", ""Bhuapur"", ""Vuapur"", ""Sylhet"", ""SAVAR"", ""Saver""]","{""Alenga"": 1, ""Bhuapur"": 1, ""Vuapur"": 1, ""Sylhet"": 1, ""SAVAR"": 1, ""Saver"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""City"" |",destination city category/name,city,destination,categorical/open-text city; no coordinates
w6_M_q14,Respondent Current Location Rural Urban,resp_crrnt_locat_rural_urban,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Rural Urban,[filled by enumerator] Did the respondent go to a city or to a village?,,Single Choice,integer-coded,221,221,187,15.38,2,"[""2"", ""1""]","[""Village"", ""City""]","{""2"": 127, ""1"": 60}","{""1"": ""City"", ""2"": ""Village"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| |,rural/urban settlement type,settlement type,destination,categorized
w6_M_q34,Respondent Current Location Stay Duration,resp_crrnt_locat_stay_durat,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Migrant History - Respondent - Part 1,Respondent Current Location Stay Duration,For how long have you been in {current location}?,,Single Choice,integer-coded,221,221,167,24.43,3,"[""3"", ""2"", ""1""]","[""Months (< 12 months) [specify number of months if they indicate a specific duration]:"", ""Weeks (< 1 month)"", ""Days (< 1 week)""]","{""3"": 130, ""2"": 30, ""1"": 7}","{""1"": ""Days (< 1 week)"", ""2"": ""Weeks (< 1 month)"", ""3"": ""Months (< 12 months) [specify number of months if they indicate a specific duration]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w6_M_reg2 [Respondent Type] = ""Household head (code ending in -H)"" OR (w6_M_q19 [Respondent Current Migration Individual or Household] != ""I took the whole household along"") |",destination residence characteristic,house/residence category or duration,destination,categorized
w6_M_q34_txt,Respondent Current Location Stay Duration,resp_crrnt_locat_stay_durat_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Migrant History - Respondent - Part 1,Respondent Current Location Stay Duration,For how long have you been in {current location}?,,Open Text Box,continuous numeric,221,221,120,45.7,16,"[""6"", ""7"", ""5"", ""3"", ""4"", ""2"", ""1"", ""12""]","[""6"", ""7"", ""5"", ""3"", ""4"", ""2"", ""1"", ""12""]","{""6"": 24, ""7"": 17, ""5"": 15, ""3"": 14, ""4"": 11, ""2"": 10, ""1"": 8, ""12"": 6, ""8"": 5, ""9"": 2}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w6_M_reg2 [Respondent Type] = ""Household head (code ending in -H)"" OR (w6_M_q19 [Respondent Current Migration Individual or Household] != ""I took the whole household along"") |",destination residence characteristic,house/residence category or duration,destination,categorized
w6_M_q16x5,Respondent Current Location Village,resp_crrnt_locat_villg5,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],District:,Multiple Choice,integer-coded,221,221,127,42.53,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 111, ""0"": 16}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination district,district,destination,village/upazila/union removed; district retained
w6_M_q16x5_txt,Respondent Current Location Village,resp_crrnt_locat_villg5_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],District:,Open Text Box,string,221,221,111,49.77,29,"[""Tangail"", ""Kurigram"", ""Jamalpur"", ""Gazipur"", ""Bogura"", ""bogura"", ""Sirajganj"", ""Sirajgonj""]","[""Tangail"", ""Kurigram"", ""Jamalpur"", ""Gazipur"", ""Bogura"", ""bogura"", ""Sirajganj"", ""Sirajgonj""]","{""Tangail"": 40, ""Kurigram"": 12, ""Jamalpur"": 8, ""Gazipur"": 7, ""Bogura"": 6, ""bogura"": 4, ""Sirajganj"": 3, ""Sirajgonj"": 3, ""Kirigami"": 3, ""Dinajpur"": 2}","{""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination district,district,destination,village/upazila/union removed; district retained
w6_M_q16x6,Respondent Current Location Village,resp_crrnt_locat_villg6,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],Division:,Multiple Choice,integer-coded,221,221,127,42.53,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 83, ""1"": 44}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination division,division,destination,village/upazila/union removed; division retained
w6_M_q16x6_txt,Respondent Current Location Village,resp_crrnt_locat_villg6_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],Division:,Open Text Box,string,221,221,44,80.09,9,"[""Dhaka"", ""Rajshahi"", ""Rangpur"", ""rajshahi"", ""Mymensingh"", ""Pabna"", ""GAIBANDHA"", ""Kurigram""]","[""Dhaka"", ""Rajshahi"", ""Rangpur"", ""rajshahi"", ""Mymensingh"", ""Pabna"", ""GAIBANDHA"", ""Kurigram""]","{""Dhaka"": 18, ""Rajshahi"": 8, ""Rangpur"": 8, ""rajshahi"": 4, ""Mymensingh"": 2, ""Pabna"": 1, ""GAIBANDHA"": 1, ""Kurigram"": 1, ""Rongpur"": 1}","{""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination division,division,destination,village/upazila/union removed; division retained
w6_M_q16x88,Respondent Current Location Village,resp_crrnt_locat_villg88,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],DK,Multiple Choice,integer-coded,221,221,127,42.53,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 126, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w6_M_q16x99,Respondent Current Location Village,resp_crrnt_locat_villg99,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],RA,Multiple Choice,integer-coded,221,221,127,42.53,1,"[""0""]","[""Not Selected""]","{""0"": 127}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If w6_M_q14 [Respondent Current Location Rural Urban] = ""Village"" |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w6_M_q28b,Total House Shift Distance,total_house_shift_dist,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),221,221,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] > 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w6_M_q28b_txt,Total House Shift Distance,total_house_shift_dist_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),221,221,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] > 1 |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w7_q21,House Shift Distance,house_shift_dist,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,integer-coded,1851,1851,72,96.11,5,"[""1"", ""3"", ""5"", ""2"", ""4""]","[""[minutes walking time]:"", ""[kilometers]:"", ""[hands]:"", ""[meters]:"", ""[miles]:""]","{""1"": 53, ""3"": 8, ""5"": 5, ""2"": 4, ""4"": 2}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q20 [House Shift Frequency] = ""Yes [enter number of times]"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w7_q21_txt,House Shift Distance,house_shift_dist_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,continuous numeric,1851,1851,75,95.95,20,"[""2"", ""1"", ""5"", ""10"", ""15"", ""3"", ""20"", ""30""]","[""2"", ""1"", ""5"", ""10"", ""15"", ""3"", ""20"", ""30""]","{""2"": 11, ""1"": 10, ""5"": 9, ""10"": 9, ""15"": 7, ""3"": 5, ""20"": 4, ""30"": 4, ""500"": 3, ""0.5"": 3}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q20 [House Shift Frequency] = ""Yes [enter number of times]"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w7_q43,Migration Respondent House Shift Distance,migr_resp_house_shift_dist,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migrant History - Respondent,Migration Respondent House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),1851,1851,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","If the respondent moved more more than once, then the questions in this block refer to the first of these moves.","If (w7_q1 [Respondent Current Location] = ""In another location"" AND w7_q6 [Respondent Current Location Same or Different Village] != ""{home village in wave 1}"" AND w7_q6 [Respondent Current Location Same or Different Village] != ""{previous migration destination}"") OR w7_q25 [Migration Participants] = ""Respondent"" | If w7_q42 [Migration Respondent House Shift] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w7_q43_txt,Migration Respondent House Shift Distance,migr_resp_house_shift_dist_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migrant History - Respondent,Migration Respondent House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),1851,1851,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}","If the respondent moved more more than once, then the questions in this block refer to the first of these moves.","If (w7_q1 [Respondent Current Location] = ""In another location"" AND w7_q6 [Respondent Current Location Same or Different Village] != ""{home village in wave 1}"" AND w7_q6 [Respondent Current Location Same or Different Village] != ""{previous migration destination}"") OR w7_q25 [Migration Participants] = ""Respondent"" | If w7_q42 [Migration Respondent House Shift] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w7_reg2,Respondent Code,resp_code,w7,bemp_w7.csv,bemp_w7_codebook.csv,Questionnaire Registration,Respondent Code,Respondent code,,Open Text Box,string,1851,1851,1851,0.0,1851,"[""L01-Z01-HH02-H"", ""L29-Z01-HH03-H"", ""L23-Z02-HH22-H"", ""L09-Z03-HH15-H"", ""L14-Z01-HH07-H"", ""L28-Z03-HH15-H"", ""L32-Z03-HH30-H"", ""L34-Z03-HH09-YM""]","[""L01-Z01-HH02-H"", ""L29-Z01-HH03-H"", ""L23-Z02-HH22-H"", ""L09-Z03-HH15-H"", ""L14-Z01-HH07-H"", ""L28-Z03-HH15-H"", ""L32-Z03-HH30-H"", ""L34-Z03-HH09-YM""]","{""L01-Z01-HH02-H"": 1, ""L29-Z01-HH03-H"": 1, ""L23-Z02-HH22-H"": 1, ""L09-Z03-HH15-H"": 1, ""L14-Z01-HH07-H"": 1, ""L28-Z03-HH15-H"": 1, ""L32-Z03-HH30-H"": 1, ""L34-Z03-HH09-YM"": 1, ""L19-Z03-HH11-H"": 1, ""L15-Z03-HH01-H"": 1}","{""-55"": ""Missing by panel wave drop-out""}","Respondent codes follow the structure: location number (Lxx) - sampling zone (Zyy) - household number (HHzz) - subsample identifier (H - household head; F - senior female; YF - youth female; YM - youth male; LB - left-behind member of migrated respondent). For instance: L05-Z02-HH13-F. Note 1: Respondents with identical household code (e.g., L05-Z02-HH13) but different subsample endings (-H, -F, -YF, -YM, -LB) are individuals who belong to the same household. Note 2: The location- and zone-identifier in the respondent code was assigned in wave 1 and kept constant afterwards, even if respondents moved. Note 3: For locations L10, L17, and L18, the zone indicator is missing as houses were sparsely distributed in these locations and we partly had to sample outside the regular 200-m-zone to reach the targeted number of households. Note 4: Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location / household code,anonymized Lxx sampling location; district derivable,origin,pseudonymized composite; fixed after moves
